@timestamp,@log_name,message,log,pipeline_component,level,source,subject,type,topic name,asset_state,function,throwable
2019-11-14T19:28:29.221000000+00:00,com.rdsea.flink.platform.jobmanager,"Loading configuration property: rest.port, 8081","2019-11-14 19:28:29.101 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: rest.port, 8081
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.304000000+00:00,com.rdsea.flink.platform.jobmanager,Starting StandaloneSessionClusterEntrypoint.,"2019-11-14 19:28:29.298 [main] INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint  - Starting StandaloneSessionClusterEntrypoint.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.304000000+00:00,com.rdsea.flink.platform.jobmanager,Install default filesystem.,"2019-11-14 19:28:29.298 [main] INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint  - Install default filesystem.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.312000000+00:00,com.rdsea.flink.platform.jobmanager,Hadoop is not in the classpath/dependencies. The extended set of supported File Systems via Hadoop is not available.,"2019-11-14 19:28:29.307 [main] INFO  org.apache.flink.core.fs.FileSystem  - Hadoop is not in the classpath/dependencies. The extended set of supported File Systems via Hadoop is not available.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.317000000+00:00,com.rdsea.flink.platform.jobmanager,Install security context.,"2019-11-14 19:28:29.317 [main] INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint  - Install security context.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.331000000+00:00,com.rdsea.flink.platform.jobmanager,Cannot create Hadoop Security Module because Hadoop cannot be found in the Classpath.,"2019-11-14 19:28:29.330 [main] INFO  o.apache.flink.runtime.security.modules.HadoopModuleFactory  - Cannot create Hadoop Security Module because Hadoop cannot be found in the Classpath.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.368000000+00:00,com.rdsea.flink.platform.jobmanager,Cannot install HadoopSecurityContext because Hadoop cannot be found in the Classpath.,"2019-11-14 19:28:29.367 [main] INFO  org.apache.flink.runtime.security.SecurityUtils  - Cannot install HadoopSecurityContext because Hadoop cannot be found in the Classpath.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.368000000+00:00,com.rdsea.flink.platform.jobmanager,Initializing cluster services.,"2019-11-14 19:28:29.368 [main] INFO  org.apache.flink.runtime.entrypoint.ClusterEntrypoint  - Initializing cluster services.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:29.864000000+00:00,com.rdsea.flink.platform.taskmanager,--------------------------------------------------------------------------------,"2019-11-14 19:28:29.857 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  - --------------------------------------------------------------------------------
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.037000000+00:00,com.rdsea.flink.platform.jobmanager,Trying to start actor system at jobmanager:6123,"2019-11-14 19:28:30.036 [main] INFO  org.apache.flink.runtime.rpc.akka.AkkaRpcServiceUtils  - Trying to start actor system at jobmanager:6123
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.091000000+00:00,com.rdsea.flink.platform.taskmanager," Starting TaskManager (Version: 1.7.2, Rev:ceba8af, Date:11.02.2019 @ 14:17:09 UTC)","2019-11-14 19:28:29.874 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  Starting TaskManager (Version: 1.7.2, Rev:ceba8af, Date:11.02.2019 @ 14:17:09 UTC)
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.092000000+00:00,com.rdsea.flink.platform.taskmanager, OS current user: flink,"2019-11-14 19:28:29.875 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  OS current user: flink
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.093000000+00:00,com.rdsea.flink.platform.taskmanager, Current Hadoop/Kerberos user: <no hadoop dependency found>,"2019-11-14 19:28:29.877 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  Current Hadoop/Kerberos user: <no hadoop dependency found>
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.094000000+00:00,com.rdsea.flink.platform.taskmanager, JVM: OpenJDK 64-Bit Server VM - IcedTea - 1.8/25.212-b04,"2019-11-14 19:28:29.879 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  JVM: OpenJDK 64-Bit Server VM - IcedTea - 1.8/25.212-b04
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.095000000+00:00,com.rdsea.flink.platform.taskmanager, Maximum heap size: 922 MiBytes,"2019-11-14 19:28:29.880 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  Maximum heap size: 922 MiBytes
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.096000000+00:00,com.rdsea.flink.platform.taskmanager, No Hadoop Dependency available,"2019-11-14 19:28:29.880 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  No Hadoop Dependency available
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.096000000+00:00,com.rdsea.flink.platform.taskmanager, JAVA_HOME: /usr/lib/jvm/java-1.8-openjdk/jre,"2019-11-14 19:28:29.880 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  JAVA_HOME: /usr/lib/jvm/java-1.8-openjdk/jre
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.097000000+00:00,com.rdsea.flink.platform.taskmanager,    -XX:+UseG1GC,"2019-11-14 19:28:29.880 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     -XX:+UseG1GC
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.097000000+00:00,com.rdsea.flink.platform.taskmanager,    -Xms922M,"2019-11-14 19:28:29.880 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     -Xms922M
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.097000000+00:00,com.rdsea.flink.platform.taskmanager, JVM Options:,"2019-11-14 19:28:29.880 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  JVM Options:
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.098000000+00:00,com.rdsea.flink.platform.taskmanager,    -Dlog4j.configuration=file:/opt/flink/conf/log4j-console.properties,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     -Dlog4j.configuration=file:/opt/flink/conf/log4j-console.properties
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.098000000+00:00,com.rdsea.flink.platform.taskmanager,    -XX:MaxDirectMemorySize=8388607T,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     -XX:MaxDirectMemorySize=8388607T
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.098000000+00:00,com.rdsea.flink.platform.taskmanager,    -Xmx922M,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     -Xmx922M
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.099000000+00:00,com.rdsea.flink.platform.taskmanager,    -Dlogback.configurationFile=file:/opt/flink/conf/logback-console.xml,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     -Dlogback.configurationFile=file:/opt/flink/conf/logback-console.xml
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.099000000+00:00,com.rdsea.flink.platform.taskmanager, Program Arguments:,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  Program Arguments:
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.100000000+00:00,com.rdsea.flink.platform.taskmanager,    /opt/flink/conf,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     /opt/flink/conf
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.100000000+00:00,com.rdsea.flink.platform.taskmanager, Classpath: /opt/flink/lib/flink-metrics-prometheus-1.7.2.jar:/opt/flink/lib/flink-python_2.12-1.7.2.jar:/opt/flink/lib/fluency-1.8.1.jar:/opt/flink/lib/jackson-annotations-2.9.0.jar:/opt/flink/lib/jackson-core-2.9.7.jar:/opt/flink/lib/jackson-databind-2.9.7.jar:/opt/flink/lib/jackson-dataformat-msgpack-0.8.15.jar:/opt/flink/lib/log4j-over-slf4j.jar:/opt/flink/lib/logback-classic.jar:/opt/flink/lib/logback-core.jar:/opt/flink/lib/logback-more-appenders-1.5.4.jar:/opt/flink/lib/msgpack-core-0.8.15.jar:/opt/flink/lib/phi-accural-failure-detector-0.0.5.jar:/opt/flink/lib/slf4j-api.jar:/opt/flink/lib/flink-dist_2.12-1.7.2.jar:::,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -  Classpath: /opt/flink/lib/flink-metrics-prometheus-1.7.2.jar:/opt/flink/lib/flink-python_2.12-1.7.2.jar:/opt/flink/lib/fluency-1.8.1.jar:/opt/flink/lib/jackson-annotations-2.9.0.jar:/opt/flink/lib/jackson-core-2.9.7.jar:/opt/flink/lib/jackson-databind-2.9.7.jar:/opt/flink/lib/jackson-dataformat-msgpack-0.8.15.jar:/opt/flink/lib/log4j-over-slf4j.jar:/opt/flink/lib/logback-classic.jar:/opt/flink/lib/logback-core.jar:/opt/flink/lib/logback-more-appenders-1.5.4.jar:/opt/flink/lib/msgpack-core-0.8.15.jar:/opt/flink/lib/phi-accural-failure-detector-0.0.5.jar:/opt/flink/lib/slf4j-api.jar:/opt/flink/lib/flink-dist_2.12-1.7.2.jar:::
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.100000000+00:00,com.rdsea.flink.platform.taskmanager,    --configDir,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  -     --configDir
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.103000000+00:00,com.rdsea.flink.platform.taskmanager,--------------------------------------------------------------------------------,"2019-11-14 19:28:29.881 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  - --------------------------------------------------------------------------------
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.104000000+00:00,com.rdsea.flink.platform.taskmanager,"Registered UNIX signal handlers for [TERM, HUP, INT]","2019-11-14 19:28:29.897 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  - Registered UNIX signal handlers for [TERM, HUP, INT]
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.104000000+00:00,com.rdsea.flink.platform.taskmanager,Maximum number of open file descriptors is 1048576.,"2019-11-14 19:28:29.915 [main] INFO  org.apache.flink.runtime.taskexecutor.TaskManagerRunner  - Maximum number of open file descriptors is 1048576.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.105000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: jobmanager.rpc.address, jobmanager","2019-11-14 19:28:29.955 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: jobmanager.rpc.address, jobmanager
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.106000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: jobmanager.rpc.port, 6123","2019-11-14 19:28:29.956 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: jobmanager.rpc.port, 6123
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.106000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: jobmanager.heap.size, 1024m","2019-11-14 19:28:29.956 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: jobmanager.heap.size, 1024m
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.106000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: taskmanager.heap.size, 1024m","2019-11-14 19:28:29.956 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: taskmanager.heap.size, 1024m
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.107000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: taskmanager.numberOfTaskSlots, 4","2019-11-14 19:28:29.959 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: taskmanager.numberOfTaskSlots, 4
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.107000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: parallelism.default, 1","2019-11-14 19:28:29.959 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: parallelism.default, 1
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.108000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: metrics.reporter.prom.class, org.apache.flink.metrics.prometheus.PrometheusReporter","2019-11-14 19:28:29.968 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: metrics.reporter.prom.class, org.apache.flink.metrics.prometheus.PrometheusReporter
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.108000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: rest.port, 8081","2019-11-14 19:28:29.960 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: rest.port, 8081
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.108000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: metrics.reporters, prom","2019-11-14 19:28:29.962 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: metrics.reporters, prom
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.109000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: blob.server.port, 6124","2019-11-14 19:28:29.969 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: blob.server.port, 6124
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.109000000+00:00,com.rdsea.flink.platform.taskmanager,"Loading configuration property: query.server.port, 6125","2019-11-14 19:28:29.969 [main] INFO  org.apache.flink.configuration.GlobalConfiguration  - Loading configuration property: query.server.port, 6125
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.110000000+00:00,com.rdsea.flink.platform.taskmanager,Hadoop is not in the classpath/dependencies. The extended set of supported File Systems via Hadoop is not available.,"2019-11-14 19:28:29.985 [main] INFO  org.apache.flink.core.fs.FileSystem  - Hadoop is not in the classpath/dependencies. The extended set of supported File Systems via Hadoop is not available.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.111000000+00:00,com.rdsea.flink.platform.taskmanager,Cannot create Hadoop Security Module because Hadoop cannot be found in the Classpath.,"2019-11-14 19:28:30.089 [main] INFO  o.apache.flink.runtime.security.modules.HadoopModuleFactory  - Cannot create Hadoop Security Module because Hadoop cannot be found in the Classpath.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:30.249000000+00:00,com.rdsea.flink.platform.taskmanager,Cannot install HadoopSecurityContext because Hadoop cannot be found in the Classpath.,"2019-11-14 19:28:30.238 [main] INFO  org.apache.flink.runtime.security.SecurityUtils  - Cannot install HadoopSecurityContext because Hadoop cannot be found in the Classpath.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:31.536000000+00:00,com.rdsea.flink.platform.taskmanager,Config uses deprecated configuration key 'jobmanager.rpc.address' instead of proper key 'rest.address',"2019-11-14 19:28:31.535 [main] WARN  org.apache.flink.configuration.Configuration  - Config uses deprecated configuration key 'jobmanager.rpc.address' instead of proper key 'rest.address'
",FLINK,WARN,,,,,,,
2019-11-14T19:28:31.553000000+00:00,com.rdsea.flink.platform.taskmanager,Trying to select the network interface and address to use by connecting to the leading JobManager.,"2019-11-14 19:28:31.552 [main] INFO  org.apache.flink.runtime.util.LeaderRetrievalUtils  - Trying to select the network interface and address to use by connecting to the leading JobManager.
",FLINK,INFO,,,,,,,
2019-11-14T19:28:31.554000000+00:00,com.rdsea.flink.platform.taskmanager,TaskManager will try to connect for 10000 milliseconds before falling back to heuristics,"2019-11-14 19:28:31.553 [main] INFO  org.apache.flink.runtime.util.LeaderRetrievalUtils  - TaskManager will try to connect for 10000 milliseconds before falling back to heuristics
",FLINK,INFO,,,,,,,
